Field,Trt,Date,Mean,Temp (°C),Rainfall (mm),Soil Moisture (%)
F10,T2,2021-06-14,0.63,33.8,139.1,59.1
F10,T2,2021-06-15,0.9,21.3,148.9,38.6
F10,T2,2021-06-16,0.76,25.6,136.9,34.4
F10,T2,2021-06-17,0.89,18.5,71.5,47.0
F10,T2,2021-06-18,0.92,32.1,67.3,36.9
F10,T2,2021-06-19,0.63,27.4,74.8,57.1
F10,T2,2021-06-20,0.68,28.5,133.3,39.8
F10,T2,2021-06-21,0.51,20.9,141.3,36.4
F10,T2,2021-06-22,0.53,33.0,117.1,23.3
F10,T2,2021-06-23,0.52,16.9,199.8,31.3
F10,T2,2021-06-24,0.85,18.3,52.1,20.3
F10,T2,2021-06-25,0.93,34.8,75.6,28.5
F10,T2,2021-06-26,0.58,20.2,76.7,48.9
F10,T2,2021-06-27,0.85,25.3,79.1,40.4
F10,T2,2021-06-28,0.78,27.3,130.3,45.8
F10,T2,2021-06-29,0.61,24.6,67.1,43.8
F10,T2,2021-06-30,0.75,19.0,136.0,20.8
F10,T2,2021-07-01,0.66,30.7,153.4,58.0
F10,T2,2021-07-02,0.79,24.6,133.4,53.8
F10,T2,2021-07-03,0.8,29.9,62.7,33.1
F10,T2,2021-07-04,0.54,20.4,98.2,46.6
F10,T2,2021-07-05,0.77,29.4,90.8,40.5
F10,T2,2021-07-06,0.73,27.0,67.8,44.5
F10,T2,2021-07-07,0.7,27.0,68.5,26.5
F10,T2,2021-07-08,0.6,17.9,31.8,44.8
F10,T2,2021-07-09,0.94,32.6,145.8,41.7
F10,T2,2021-07-10,0.73,17.5,39.8,57.6
F10,T2,2021-07-11,0.66,26.8,123.4,28.7
F10,T2,2021-07-12,0.88,16.9,53.8,42.3
F10,T2,2021-07-13,0.74,29.7,191.7,29.9
F10,T2,2021-07-14,0.52,21.6,164.7,49.5
F10,T2,2021-07-15,0.76,24.0,76.0,28.5
F10,T2,2021-07-16,0.67,18.9,13.1,55.5
F10,T2,2021-07-17,0.62,16.9,100.2,30.0
F10,T2,2021-07-18,0.7,34.3,37.4,32.3
F10,T2,2021-07-19,0.76,23.5,19.7,49.8
F10,T2,2021-07-20,0.74,20.2,154.0,35.3
F10,T2,2021-07-21,0.66,30.1,22.1,56.3
F10,T2,2021-07-22,0.52,17.8,46.4,47.0
F10,T2,2021-07-23,0.84,34.9,109.4,53.1
F10,T2,2021-07-24,0.73,27.8,12.2,52.9
F10,T2,2021-07-25,0.83,27.6,44.1,36.2
F10,T2,2021-07-26,0.61,29.1,199.1,27.7
F10,T2,2021-07-27,0.56,21.7,101.0,48.1
F10,T2,2021-07-28,0.75,34.7,148.1,27.5
F10,T2,2021-07-29,0.65,31.1,175.6,41.2
F10,T2,2021-07-30,0.73,18.1,49.3,48.2
F10,T2,2021-07-31,0.52,27.1,45.3,28.9
F10,T2,2021-08-01,0.71,24.0,129.8,26.0
F10,T2,2021-08-02,0.67,18.2,106.1,27.7
F10,T2,2021-08-03,0.94,16.1,113.4,48.3
F10,T2,2021-08-04,0.95,19.9,135.6,48.4
F10,T2,2021-08-05,0.79,32.0,91.4,48.6
F10,T2,2021-08-06,0.59,34.4,123.0,49.4
F10,T2,2021-08-07,0.65,23.5,35.4,58.0
F10,T2,2021-08-08,0.95,18.0,49.0,41.3
F10,T2,2021-08-09,0.56,26.7,53.1,45.6
F10,T2,2021-08-10,0.54,18.3,105.5,47.8
F10,T2,2021-08-11,0.79,21.3,116.4,31.0
F10,T2,2021-08-12,0.98,18.2,122.1,38.4
F10,T2,2021-08-13,0.67,24.9,23.9,37.2
F10,T2,2021-08-14,0.95,18.1,112.2,51.2
F10,T2,2021-08-15,0.91,18.5,148.0,50.5
F10,T2,2021-08-16,0.77,23.5,12.3,20.3
F10,T2,2021-08-17,0.79,22.2,56.1,24.6
F10,T2,2021-08-18,0.97,18.7,132.3,21.6
F10,T2,2021-08-19,0.83,28.1,181.2,43.7
F10,T2,2021-08-20,0.51,34.2,19.7,29.6
F10,T2,2021-08-21,0.87,29.0,144.3,36.8
F10,T2,2021-08-22,0.69,26.8,54.5,27.9
F10,T2,2021-08-23,0.58,22.7,179.4,57.0
F10,T2,2021-08-24,0.95,19.1,118.8,46.0
F10,T2,2021-08-25,0.73,26.4,25.0,56.0
F10,T2,2021-08-26,0.57,31.7,10.4,36.1
F10,T2,2021-08-27,0.6,18.2,134.8,55.5
F10,T2,2021-08-28,0.9,20.8,121.5,31.8
F10,T2,2021-08-29,0.55,17.3,34.6,46.4
F10,T2,2021-08-30,0.57,26.5,0.3,49.3
F10,T2,2021-08-31,0.63,26.4,69.4,41.4
F10,T2,2021-09-01,0.6,27.4,176.4,43.1
F10,T2,2021-09-02,0.72,24.5,80.9,29.4
F10,T2,2021-09-03,0.69,23.4,137.8,32.7
F10,T2,2021-09-04,0.69,27.5,157.9,53.7
F10,T2,2021-09-05,0.8,24.2,132.2,21.2
F10,T2,2021-09-06,0.78,21.2,103.8,31.6
F10,T2,2021-09-07,0.59,19.9,148.6,35.0
F10,T2,2021-09-08,0.86,30.0,3.9,57.6
F10,T2,2021-09-09,0.55,24.4,190.1,26.3
F10,T2,2021-09-10,0.6,19.7,166.1,53.6
F10,T2,2021-09-11,0.95,25.1,180.4,30.8
F10,T2,2021-09-12,0.81,23.6,57.6,50.5
F10,T2,2021-09-13,0.87,30.0,119.7,33.5
F10,T2,2021-09-14,0.84,19.0,49.7,58.3
F10,T2,2021-09-15,0.77,29.3,91.1,20.1
F10,T2,2021-09-16,0.76,25.8,19.4,28.5
F10,T2,2021-09-17,0.56,32.6,6.0,50.4
F10,T2,2021-09-18,0.72,15.1,89.8,59.1
F10,T2,2021-09-19,0.72,20.5,184.0,23.2
F10,T2,2021-09-20,0.88,19.9,141.6,25.5
F10,T2,2021-09-21,0.52,28.6,75.5,59.6
F10,T2,2021-09-22,0.78,16.1,28.2,56.0
F10,T2,2021-09-23,0.54,25.8,3.5,48.7
F10,T2,2021-09-24,0.57,18.6,56.5,20.1
F10,T2,2021-09-25,0.76,34.4,139.0,58.1
F10,T2,2021-09-26,0.57,19.8,69.5,49.7
F10,T2,2021-09-27,1.0,32.1,117.2,43.4
F10,T2,2021-09-28,0.89,18.8,164.6,49.5
F10,T2,2021-09-29,0.53,15.8,30.9,46.1
F10,T2,2021-09-30,0.98,17.2,121.8,43.8
F10,T2,2021-10-01,0.59,20.3,107.9,33.4
F10,T2,2021-10-02,0.58,23.6,17.9,43.2
F10,T2,2021-10-03,0.57,29.6,109.4,23.1
F10,T2,2021-10-04,0.61,23.6,78.9,53.0
F10,T2,2021-10-05,0.81,32.7,110.3,32.6
F10,T2,2021-10-06,0.52,19.2,51.5,23.6
F10,T2,2021-10-07,0.77,27.8,10.1,33.8
F10,T2,2021-10-08,0.51,29.6,99.8,47.7
F10,T2,2021-10-09,0.81,32.1,175.6,42.4
F10,T2,2021-10-10,0.73,34.8,38.6,45.6
F10,T2,2021-10-11,0.81,34.1,18.9,57.9
F10,T2,2021-10-12,0.88,17.6,39.1,31.0
F10,T2,2021-10-13,0.84,30.0,147.4,46.1
F10,T2,2021-10-14,0.57,15.9,55.5,44.0
F10,T2,2021-10-15,0.68,32.0,164.2,28.7
F10,T2,2021-10-16,0.83,31.6,180.0,37.1
F10,T2,2021-10-17,0.95,29.8,59.3,33.7
F10,T2,2021-10-18,0.57,22.6,72.8,45.0
F10,T2,2021-10-19,0.65,23.4,26.3,49.3
F10,T2,2021-10-20,0.52,30.0,35.6,59.2
F10,T2,2021-10-21,0.99,34.9,2.6,28.7
F10,T2,2021-10-22,0.78,29.7,163.1,25.4
F10,T2,2021-10-23,0.93,29.0,58.0,20.3
F10,T2,2021-10-24,0.96,19.0,72.9,54.0
F10,T2,2021-10-25,0.83,17.7,195.9,32.8
F10,T2,2021-10-26,0.8,27.6,113.5,43.2
F10,T2,2021-10-27,0.62,34.2,97.5,25.6
F10,T2,2021-10-28,0.92,17.9,172.5,42.4
F10,T2,2021-10-29,0.52,17.5,188.7,25.1
F10,T2,2021-10-30,0.79,21.3,159.5,51.8
F10,T2,2021-10-31,0.9,19.2,142.2,23.7
F10,T2,2021-11-01,0.54,23.2,119.5,32.5
F10,T2,2021-11-02,0.65,16.5,39.2,44.4
F10,T2,2021-11-03,0.84,33.2,75.0,29.5
F10,T2,2021-11-04,0.86,28.5,55.1,50.8
F10,T2,2021-11-05,0.6,22.0,49.0,46.0
F10,T2,2021-11-06,0.75,29.7,21.5,30.3
F10,T2,2021-11-07,0.74,16.1,146.3,31.3
F10,T2,2021-11-08,0.8,33.0,50.6,49.9
F10,T2,2021-11-09,0.82,18.6,146.7,22.5
F10,T2,2021-11-10,0.76,17.4,137.3,32.2
F10,T2,2021-11-11,0.9,24.8,16.1,43.9
F10,T2,2021-11-12,0.51,20.9,53.8,59.2
F10,T2,2021-11-13,0.62,28.5,51.4,23.2
F10,T2,2021-11-14,0.53,33.5,19.3,53.3
F10,T2,2021-11-15,0.77,23.6,199.4,55.6
F10,T2,2021-11-16,0.62,27.0,31.6,43.9
F10,T2,2021-11-17,0.56,27.5,194.5,43.3
F10,T2,2021-11-18,0.56,31.0,66.4,23.8
F10,T2,2021-11-19,0.83,31.6,96.6,57.3
F10,T2,2021-11-20,0.84,27.5,70.7,32.5
F10,T2,2021-11-21,0.64,34.2,130.1,43.8
F10,T2,2021-11-22,0.66,22.1,55.8,26.3
F10,T2,2021-11-23,0.96,26.6,146.6,39.0
F10,T2,2021-11-24,0.53,24.4,8.5,57.8
F10,T2,2021-11-25,0.67,18.1,45.4,56.4
F10,T2,2021-11-26,0.6,17.7,123.5,23.8
F10,T2,2021-11-27,0.74,28.6,28.1,51.2
F10,T2,2021-11-28,0.71,29.2,50.7,37.5
F10,T2,2021-11-29,0.74,20.9,158.2,27.1
F10,T2,2021-11-30,0.83,33.6,167.5,50.6
F10,T2,2021-12-01,0.57,30.2,74.9,24.1
F10,T2,2021-12-02,0.85,16.3,76.3,54.4
F10,T2,2021-12-03,0.84,25.3,176.5,50.0
F10,T2,2021-12-04,0.73,29.9,176.6,25.7
F10,T2,2021-12-05,0.6,29.5,34.1,26.7
F10,T2,2021-12-06,0.83,25.7,151.4,32.8
F10,T2,2021-12-07,0.8,32.9,180.7,46.1
F10,T2,2021-12-08,0.51,25.6,13.6,59.6
F10,T2,2021-12-09,1.0,17.3,91.2,54.4
F10,T2,2021-12-10,0.56,26.0,39.9,39.4
F10,T2,2021-12-11,0.6,25.6,82.3,35.8
F10,T2,2021-12-12,0.58,28.2,14.1,57.4
F10,T2,2021-12-13,0.53,23.2,57.4,42.1
F10,T2,2021-12-14,0.51,23.8,150.7,52.3
F10,T2,2021-12-15,0.97,17.2,110.8,36.1
F10,T2,2021-12-16,0.82,31.6,119.9,29.2
F10,T2,2021-12-17,0.66,32.9,134.3,43.8
F10,T2,2021-12-18,0.57,21.8,64.6,21.0
F10,T2,2021-12-19,0.96,21.6,20.5,39.8
F10,T2,2021-12-20,0.72,32.0,160.0,51.3
F10,T2,2021-12-21,0.97,22.5,117.9,46.8
F10,T2,2021-12-22,0.74,19.9,179.8,56.0
F10,T2,2021-12-23,0.88,21.9,0.6,39.6
F10,T2,2021-12-24,0.76,24.8,19.3,51.5
F10,T2,2021-12-25,0.77,19.4,191.3,32.1
F10,T2,2021-12-26,0.69,23.0,80.3,45.7
F10,T2,2021-12-27,0.64,33.1,114.6,55.2
F10,T2,2021-12-28,0.96,30.4,48.7,33.2
F10,T2,2021-12-29,0.61,24.1,102.2,33.5
F10,T2,2021-12-30,0.94,22.9,140.9,53.4
F10,T2,2021-12-31,0.58,29.3,31.9,50.6
F10,T2,2022-01-01,0.78,25.3,106.0,36.1
F10,T2,2022-01-02,0.52,26.1,4.5,56.5
F10,T2,2022-01-03,0.62,28.0,112.1,44.7
F10,T2,2022-01-04,0.66,24.0,149.8,35.6
F10,T2,2022-01-05,0.64,15.6,95.2,47.8
F10,T2,2022-01-06,0.64,32.3,23.2,34.9
F10,T2,2022-01-07,0.87,34.4,75.6,49.7
F10,T2,2022-01-08,0.85,33.7,100.2,43.6
F10,T2,2022-01-09,0.58,20.3,126.6,42.4
F10,T2,2022-01-10,0.72,29.0,49.0,48.0
F10,T2,2022-01-11,0.59,24.9,22.7,40.7
F10,T2,2022-01-12,0.91,24.7,65.6,25.5
F10,T2,2022-01-13,0.68,32.1,78.2,27.4
F10,T2,2022-01-14,0.94,33.6,190.8,40.7
F10,T2,2022-01-15,0.78,21.1,67.4,40.6
F10,T2,2022-01-16,0.58,34.2,137.0,21.9
F10,T2,2022-01-17,0.63,21.0,2.1,59.4
F10,T2,2022-01-18,0.64,16.0,175.2,24.4
F10,T2,2022-01-19,0.73,22.3,15.6,21.3
F10,T2,2022-01-20,0.63,22.2,149.3,49.0
F10,T2,2022-01-21,0.73,19.2,168.4,46.0
F10,T2,2022-01-22,0.67,32.4,163.6,20.0
F10,T2,2022-01-23,0.93,25.6,184.9,50.8
F10,T2,2022-01-24,0.57,21.8,62.3,48.1
F10,T2,2022-01-25,0.77,20.4,152.3,46.2
F10,T2,2022-01-26,0.9,29.9,122.7,26.6
F10,T2,2022-01-27,0.6,30.7,171.2,40.1
F10,T2,2022-01-28,0.99,20.9,146.3,46.8
F10,T2,2022-01-29,0.87,23.3,48.9,36.2
F10,T2,2022-01-30,0.59,17.2,136.9,59.4
F10,T2,2022-01-31,0.83,17.7,104.3,44.2
F10,T2,2022-02-01,0.87,30.5,39.5,33.1
F10,T2,2022-02-02,0.77,15.1,39.7,58.3
F10,T2,2022-02-03,0.68,29.9,94.5,60.0
F10,T2,2022-02-04,0.95,20.7,160.5,42.1
F10,T2,2022-02-05,0.65,25.3,66.7,27.2
F10,T2,2022-02-06,0.73,23.5,63.0,44.8
F10,T2,2022-02-07,0.56,34.5,42.4,44.5
F10,T2,2022-02-08,0.7,15.2,42.5,42.0
F10,T2,2022-02-09,0.67,31.7,134.6,26.3
F10,T2,2022-02-10,0.97,19.8,12.1,39.4
F10,T2,2022-02-11,0.72,24.8,14.5,31.9
F10,T2,2022-02-12,0.96,30.9,29.5,31.5
F10,T2,2022-02-13,0.87,32.2,28.1,43.9
F10,T2,2022-02-14,0.72,24.7,158.6,43.7
F10,T2,2022-02-15,0.78,22.6,64.6,49.2
F10,T2,2022-02-16,0.96,15.5,95.2,42.7
F10,T2,2022-02-17,0.64,16.8,33.7,48.3
F10,T2,2022-02-18,0.61,23.0,3.2,26.8
F10,T2,2022-02-19,0.91,25.5,19.6,23.3
F10,T2,2022-02-20,0.96,22.4,153.3,37.5
F10,T2,2022-02-21,0.56,25.5,19.9,54.5
F10,T2,2022-02-22,0.52,29.0,195.5,55.4
F10,T2,2022-02-23,0.95,20.1,93.5,29.3
F10,T2,2022-02-24,0.84,28.1,59.3,36.4
F10,T2,2022-02-25,0.69,29.0,3.8,57.0
F10,T2,2022-02-26,0.57,21.3,9.4,37.6
F10,T2,2022-02-27,0.87,30.7,72.4,35.3
F10,T2,2022-02-28,0.67,19.4,142.9,55.7
F10,T2,2022-03-01,0.7,29.4,97.8,25.1
F10,T2,2022-03-02,0.76,20.3,133.8,38.0
F10,T2,2022-03-03,0.84,24.6,152.2,59.9
F10,T2,2022-03-04,0.93,29.1,49.1,42.8
F10,T2,2022-03-05,0.82,29.6,38.7,40.7
F10,T2,2022-03-06,0.73,20.3,107.8,56.4
F10,T2,2022-03-07,0.88,26.2,145.9,51.6
F10,T2,2022-03-08,0.86,32.2,155.4,53.1
F10,T2,2022-03-09,0.76,25.1,71.6,39.7
F10,T2,2022-03-10,0.85,21.2,44.6,55.2
F10,T2,2022-03-11,0.51,33.7,170.1,46.3
F10,T2,2022-03-12,0.88,27.0,114.6,46.0
F10,T2,2022-03-13,0.5,31.7,163.3,39.5
F10,T2,2022-03-14,0.62,21.7,85.4,26.4
F10,T2,2022-03-15,0.8,18.0,136.7,42.6
F10,T2,2022-03-16,0.92,23.0,181.2,46.1
F10,T2,2022-03-17,0.5,23.7,193.4,58.4
F10,T2,2022-03-18,0.79,28.2,47.3,32.9
F10,T2,2022-03-19,0.7,23.3,141.4,23.0
F10,T2,2022-03-20,0.52,25.4,115.7,35.5
F10,T2,2022-03-21,0.87,18.4,198.2,34.0
F10,T2,2022-03-22,0.67,22.9,167.3,28.8
F10,T2,2022-03-23,0.73,20.3,8.5,34.7
F10,T2,2022-03-24,0.54,34.4,28.2,59.4
F10,T2,2022-03-25,0.73,18.3,53.1,35.5
F10,T2,2022-03-26,0.84,29.3,43.6,27.9
F10,T2,2022-03-27,0.96,24.0,71.8,45.0
F10,T2,2022-03-28,0.77,32.9,31.7,38.1
F10,T2,2022-03-29,0.6,17.1,57.7,22.7
F10,T2,2022-03-30,0.8,32.0,60.4,45.3
F10,T2,2022-03-31,0.56,19.7,135.2,56.8
F10,T2,2022-04-01,0.51,27.9,140.9,43.9
F10,T2,2022-04-02,0.71,34.8,54.6,38.7
F10,T2,2022-04-03,0.84,15.0,72.2,35.7
F10,T2,2022-04-04,0.51,15.5,197.7,24.4
F10,T2,2022-04-05,0.62,17.8,102.7,49.4
F10,T2,2022-04-06,0.54,26.7,70.6,39.6
F10,T2,2022-04-07,0.63,32.3,90.5,26.4
F10,T2,2022-04-08,0.9,30.0,97.0,48.9
F10,T2,2022-04-09,0.8,18.3,199.9,50.9
F10,T2,2022-04-10,0.83,31.6,185.6,43.1
F10,T2,2022-04-11,0.79,15.5,83.0,40.3
F10,T2,2022-04-12,0.62,22.2,73.3,34.7
F10,T2,2022-04-13,0.98,26.8,62.8,32.2
F10,T2,2022-04-14,0.92,27.8,170.2,45.7
F10,T2,2022-04-15,0.96,23.0,168.5,27.0
F10,T2,2022-04-16,0.83,22.3,105.0,49.5
F10,T2,2022-04-17,0.78,29.6,7.3,36.0
F10,T2,2022-04-18,0.98,30.2,96.6,48.3
F10,T2,2022-04-19,0.51,20.9,180.6,39.9
F10,T2,2022-04-20,0.98,20.3,166.9,20.8
F10,T2,2022-04-21,0.5,17.7,52.3,21.7
F10,T2,2022-04-22,0.61,32.5,183.1,24.7
F10,T2,2022-04-23,0.66,27.2,132.2,21.1
F10,T2,2022-04-24,0.96,23.5,88.2,23.4
F10,T2,2022-04-25,0.76,26.8,91.4,55.5
F10,T2,2022-04-26,0.55,18.7,75.0,44.4
F10,T2,2022-04-27,0.71,32.0,42.5,29.6
F10,T2,2022-04-28,0.95,24.4,130.4,35.0
F10,T2,2022-04-29,0.69,17.9,177.5,53.1
F10,T2,2022-04-30,0.77,15.8,45.0,27.7
F10,T2,2022-05-01,0.77,18.2,86.5,27.8
F10,T2,2022-05-02,0.64,21.0,45.5,30.5
F10,T2,2022-05-03,0.58,30.5,194.5,51.3
F10,T2,2022-05-04,0.68,30.1,12.6,34.1
F10,T2,2022-05-05,0.7,15.3,190.0,38.6
F10,T2,2022-05-06,0.99,20.6,195.8,44.5
F10,T2,2022-05-07,0.71,31.6,108.3,53.1
F10,T2,2022-05-08,0.75,23.4,121.6,50.3
F10,T2,2022-05-09,0.52,23.1,33.8,58.0
F10,T2,2022-05-10,0.99,33.2,102.6,50.2
F10,T2,2022-05-11,0.96,32.4,107.1,26.0
F10,T2,2022-05-12,0.95,31.4,80.3,38.6
F10,T2,2022-05-13,0.99,27.0,33.9,26.5
F10,T2,2022-05-14,0.53,26.8,5.4,52.7
F10,T2,2022-05-15,0.66,21.8,152.2,24.2
F10,T2,2022-05-16,0.76,22.4,20.2,31.9
F10,T2,2022-05-17,0.81,28.3,25.2,57.5
F10,T2,2022-05-18,0.59,28.3,65.1,48.1
F10,T2,2022-05-19,0.91,16.6,159.4,24.8
F10,T2,2022-05-20,0.76,21.8,61.4,26.1
F10,T2,2022-05-21,0.84,21.1,101.1,20.6
F10,T2,2022-05-22,0.8,28.5,12.5,41.3
F10,T2,2022-05-23,0.86,17.8,8.8,27.7
F10,T2,2022-05-24,0.68,23.5,14.6,59.2
F10,T2,2022-05-25,0.84,17.7,159.5,32.8
F10,T2,2022-05-26,0.69,16.4,84.6,23.1
F10,T2,2022-05-27,0.84,21.9,59.3,45.9
F10,T2,2022-05-28,0.84,27.8,157.7,45.5
F10,T2,2022-05-29,0.97,26.3,177.0,58.4
F10,T2,2022-05-30,0.58,28.5,131.2,54.8
F10,T2,2022-05-31,0.67,22.9,9.4,50.7
F10,T2,2022-06-01,0.63,33.6,132.6,33.3
F10,T2,2022-06-02,0.91,31.3,32.3,41.7
F10,T2,2022-06-03,0.51,21.9,138.9,33.2
F10,T2,2022-06-04,0.57,26.5,192.3,36.5
F10,T2,2022-06-05,0.96,33.1,133.7,22.8
F10,T2,2022-06-06,0.83,26.8,116.3,33.5
F10,T2,2022-06-07,0.88,32.7,135.0,25.9
F10,T2,2022-06-08,0.89,18.1,160.0,44.3
F10,T2,2022-06-09,0.67,26.3,164.7,40.5
F10,T2,2022-06-10,0.74,19.2,73.2,40.8
F10,T2,2022-06-11,0.56,29.2,179.0,51.6
F10,T2,2022-06-12,0.74,15.2,91.2,25.0
F10,T2,2022-06-13,0.87,17.5,24.6,40.5
F10,T2,2022-06-14,0.62,19.8,191.9,31.8
F10,T2,2022-06-15,0.96,19.7,179.7,28.1
F10,T2,2022-06-16,0.59,20.6,84.3,28.3
F10,T2,2022-06-17,0.81,24.4,107.8,46.6
F10,T2,2022-06-18,0.73,16.9,70.7,40.7
F10,T2,2022-06-19,0.59,24.9,24.6,34.1
F10,T2,2022-06-20,0.92,15.9,7.3,36.0
F10,T2,2022-06-21,0.96,27.3,137.4,42.3
F10,T2,2022-06-22,0.89,23.2,149.8,57.4
F10,T2,2022-06-23,0.67,23.2,35.0,24.7
F10,T2,2022-06-24,0.87,26.8,143.2,26.7
F10,T2,2022-06-25,0.88,21.3,124.0,53.9
F10,T2,2022-06-26,0.81,18.4,100.0,30.1
F10,T2,2022-06-27,0.78,16.6,196.5,44.8
F10,T2,2022-06-28,0.69,21.9,116.2,46.9
F10,T2,2022-06-29,0.62,26.0,171.4,52.4
F10,T2,2022-06-30,0.59,22.7,158.2,32.4
F10,T2,2022-07-01,0.88,29.2,36.5,47.9
F10,T2,2022-07-02,0.92,33.1,49.0,59.9
F10,T2,2022-07-03,0.75,20.0,144.4,48.5
F10,T2,2022-07-04,0.81,17.9,6.4,49.4
F10,T2,2022-07-05,0.67,17.0,186.2,57.1
F10,T2,2022-07-06,0.82,19.9,196.9,29.6
F10,T2,2022-07-07,0.51,33.0,39.2,45.2
F10,T2,2022-07-08,0.62,23.9,80.6,35.0
F10,T2,2022-07-09,0.66,15.3,42.9,59.8
F10,T2,2022-07-10,0.5,16.4,6.5,40.6
F10,T2,2022-07-11,0.52,25.7,65.3,55.1
F10,T2,2022-07-12,0.68,31.4,140.9,58.8
F10,T2,2022-07-13,0.72,34.1,129.3,35.3
F10,T2,2022-07-14,0.74,29.6,177.0,36.2
F10,T2,2022-07-15,0.97,24.6,154.1,56.3
F10,T2,2022-07-16,0.61,19.0,136.4,45.3
F10,T2,2022-07-17,0.91,25.8,145.3,26.8
F10,T2,2022-07-18,0.77,15.2,136.4,58.8
F10,T2,2022-07-19,0.59,17.7,94.7,37.9
F10,T2,2022-07-20,0.72,20.8,27.6,56.9
F10,T2,2022-07-21,0.67,23.1,84.3,25.1
F10,T2,2022-07-22,0.6,15.3,99.5,42.2
F10,T2,2022-07-23,0.61,23.5,138.2,30.4
F10,T2,2022-07-24,0.68,29.1,119.4,40.2
F10,T2,2022-07-25,0.93,16.4,105.2,48.0
F10,T2,2022-07-26,0.64,20.8,99.7,33.6
F10,T2,2022-07-27,0.71,28.8,74.6,21.1
F10,T2,2022-07-28,0.55,25.1,187.0,31.4
F10,T2,2022-07-29,0.51,31.3,154.4,54.8
F10,T2,2022-07-30,0.73,16.5,29.6,58.4
F10,T2,2022-07-31,0.93,27.1,10.4,22.7
F10,T2,2022-08-01,0.59,28.2,194.6,43.2
F10,T2,2022-08-02,0.92,30.3,52.4,43.3
F10,T2,2022-08-03,0.85,21.4,122.1,25.2
F10,T2,2022-08-04,0.9,21.2,60.9,49.2
F10,T2,2022-08-05,0.89,29.6,66.5,56.8
F10,T2,2022-08-06,0.8,22.2,69.3,23.2
F10,T2,2022-08-07,0.58,28.1,62.9,30.3
F10,T2,2022-08-08,0.5,31.9,54.4,32.3
F10,T2,2022-08-09,1.0,24.6,107.4,22.4
F10,T2,2022-08-10,0.75,23.5,174.0,40.9
F10,T2,2022-08-11,0.93,30.1,2.5,58.9
F10,T2,2022-08-12,0.54,15.7,62.0,37.0
F10,T2,2022-08-13,0.61,24.9,193.6,42.2
F10,T2,2022-08-14,0.56,33.2,22.0,38.3
F10,T2,2022-08-15,0.73,29.6,135.9,44.7
F10,T2,2022-08-16,0.82,30.2,34.4,59.1
F10,T2,2022-08-17,0.77,29.4,115.8,55.0
F10,T2,2022-08-18,0.79,16.9,174.7,24.1
F10,T2,2022-08-19,0.76,19.0,24.2,24.9
F10,T2,2022-08-20,0.93,21.9,70.6,47.4
F10,T2,2022-08-21,0.92,31.4,129.5,48.7
F10,T2,2022-08-22,0.81,31.6,68.9,29.5
F10,T2,2022-08-23,0.6,27.1,47.4,25.2
F10,T2,2022-08-24,0.98,22.6,178.8,48.2
F10,T2,2022-08-25,0.67,17.8,168.3,55.7
F10,T2,2022-08-26,0.59,27.6,112.6,57.1
F10,T2,2022-08-27,0.82,20.4,143.1,41.1
F10,T2,2022-08-28,0.67,27.2,192.5,52.7
F10,T2,2022-08-29,0.87,16.5,24.2,44.5
F10,T2,2022-08-30,0.52,27.9,60.4,26.4
F10,T2,2022-08-31,0.52,19.2,139.2,38.0
F10,T2,2022-09-01,0.52,16.4,116.7,53.5
F10,T2,2022-09-02,0.8,22.7,87.3,36.0
F10,T2,2022-09-03,0.95,18.1,76.3,32.3
F10,T2,2022-09-04,0.79,28.8,103.5,59.7
F10,T2,2022-09-05,0.63,15.4,144.7,29.8
F10,T2,2022-09-06,0.99,31.1,125.2,48.2
F10,T2,2022-09-07,0.9,28.7,62.8,40.3
F10,T2,2022-09-08,0.66,29.1,1.7,35.4
F10,T2,2022-09-09,0.58,34.0,143.9,40.1
F10,T2,2022-09-10,0.62,15.4,151.1,39.9
F10,T2,2022-09-11,0.54,26.5,8.0,37.3
F10,T2,2022-09-12,0.72,32.3,197.5,25.8
F10,T2,2022-09-13,0.85,32.4,86.0,33.1
F10,T2,2022-09-14,0.51,26.3,36.1,23.0
F10,T2,2022-09-15,0.5,34.2,171.6,58.5
F10,T2,2022-09-16,0.97,27.5,121.2,53.9
F10,T2,2022-09-17,0.97,26.8,24.0,25.3
F10,T2,2022-09-18,0.83,16.6,122.3,58.6
F10,T2,2022-09-19,0.5,18.7,188.9,39.6
F10,T2,2022-09-20,0.64,20.0,172.8,37.2
F10,T2,2022-09-21,0.82,21.2,109.0,51.8
F10,T2,2022-09-22,0.67,23.0,88.7,44.0
F10,T2,2022-09-23,0.65,23.9,109.6,34.2
F10,T2,2022-09-24,0.5,20.4,163.2,31.3
F10,T2,2022-09-25,0.91,23.2,173.3,35.0
F10,T2,2022-09-26,0.65,19.8,60.5,27.9
F10,T2,2022-09-27,0.88,34.6,79.4,33.3
F10,T2,2022-09-28,0.82,23.6,9.6,33.8
F10,T2,2022-09-29,0.9,16.4,51.7,59.0
F10,T2,2022-09-30,0.64,32.0,179.8,47.3
F10,T2,2022-10-01,0.74,34.1,192.7,45.4
F10,T2,2022-10-02,0.87,32.6,21.4,42.6
F10,T2,2022-10-03,0.93,33.3,199.9,49.3
F10,T2,2022-10-04,0.6,27.7,197.9,43.5
F10,T2,2022-10-05,0.69,20.4,69.8,49.4
F10,T2,2022-10-06,0.61,27.8,125.4,30.6
F10,T2,2022-10-07,0.75,32.3,159.1,43.4
